CONDITION_CATEGORY,CONDITION,CODE,CODE_TYPE,INCLUSION_TYPE,ADDITIONAL_LOGIC
Other,Sickle Cell Disease,D5701,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1594,ICD-10-CM,Include,None
Other,Glaucoma,H4010X3,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S14124A,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M47021,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,K700,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F40290,ICD-10-CM,Include,None
Other,Mobility Impairments,G8192,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02122K,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Opioid Use Disorder,T402X1A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89139,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0969,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,HZ33ZZZ,ICD-10-PCS,Include,None
Substance Abuse,Opioid Use Disorder,T404X4A,ICD-10-CM,Include,None
Cancer,Endometrial Cancer,Z8542,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24144S,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89629,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F12150,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40691D,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103559,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M47893,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F18121,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M175,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9201,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05219,ICD-10-CM,Include,None
Mental Health,Depression,F333,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I67848,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Opioid Use Disorder,F11259,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,HZ37ZZZ,ICD-10-PCS,Include,None
Other,Pressure and Chronic Ulcers,L97912,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F12951,ICD-10-CM,Include,None
Other,Mobility Impairments,I69263,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S13113A,ICD-10-CM,Include,None
Other,Glaucoma,H401432,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Drug Use Disorders,F14159,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72132B,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50922,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I97820,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Sensory — Deafness and Hearing Impairment,H913,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8260,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S062X2A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E1101,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,HZ40ZZZ,ICD-10-PCS,Include,None
Other,Pressure and Chronic Ulcers,L89816,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97313,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02101A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72065B,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0869,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05242,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I70235,ICD-10-CM,Include,None
Other,Glaucoma,H4011X1,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Anemia,D61810,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0190XA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Chronic Kidney Disease,N020,ICD-10-CM,Include,None
Viral Hepatitis,Hepatitis A,B159,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9421,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06229,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15951,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",0D9V30Z,ICD-10-PCS,Include,None
Other,Acquired Hypothyroidism,E039,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8201,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S061X9S,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11922,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72142C,ICD-10-CM,Include,None
Other,Anemia,D5910,ICD-10-CM,Include,None
Other,Cataract,Z961,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Metabolic Disease,Diabetes,E113532,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8590,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M060A,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,M60819,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0840,ICD-10-CM,Include,None
Other,Intellectual Disabilities and Related Conditions,Q992,ICD-10-CM,Include,None
Other,Anemia,D551,ICD-10-CM,Include,None
Other,Learning Disabilities,F809,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E10351,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G43509,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32810B,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02641B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02600A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E099,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,M10362,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E10622,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72033A,ICD-10-CM,Include,None
Other,Anemia,D61818,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H541223,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,F11122,ICD-10-CM,Include,None
Other,Intellectual Disabilities and Related Conditions,Q9389,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9311,ICD-10-CM,Include,None
Mental Health,Depression,F341,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02841K,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Leukemias and Lymphomas,C8283,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06019,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N179,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T402X4D,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06811S,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103533,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8282,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C92A0,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32466A,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63319,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Mental Health,Schizophrenia,F203,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q040,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50419,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89894,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M0629,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8265,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,M84652A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L8940,ICD-10-CM,Include,None
Cancer,Colorectal Cancer,C183,ICD-10-CM,Include,None
Other,Anemia,D562,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97418,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15182,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32511A,ICD-10-CM,Include,None
Other,Learning Disabilities,F810,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E11321,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,Z8572,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F40291,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M0880,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E70311,ICD-10-CM,Include,None
Other,Glaucoma,H4041X4,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Chronic Kidney Disease,N182,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,M84451A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9152,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06861,ICD-10-CM,Include,None
Neurodegenerative Disease,Muscular Dystrophy,G71220,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11122,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72032A,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,M10359,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02401B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Mental Health,Depression,F3162,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06827A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06817A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M19242,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F14120,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113412,ICD-10-CM,Include,None
Cancer,Colorectal Cancer,C188,ICD-10-CM,Include,None
Other,Glaucoma,H47232,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Drug Use Disorders,F1926,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E7020,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E09341,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50812,ICD-10-CM,Include,None
Cardiovascular Disease,Heart Failure,I5040,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06310A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63342,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K8032,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11150,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24101S,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S34124A,ICD-10-CM,Include,None
Other,Sensory — Deafness and Hearing Impairment,H9042,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8100,ICD-10-CM,Include,None
Other,Mobility Impairments,I69364,ICD-10-CM,Include,None
Other,Spinal Cord Injury,G9611,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S069X5A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Lung Cancer,C3491,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70631,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M069,ICD-10-CM,Include,None
Other,Intellectual Disabilities and Related Conditions,Q953,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T40423A,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H540X43,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103319,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13988,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0942,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19120,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S066X6A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E7223,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G44009,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N016,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M150,ICD-10-CM,Include,None
Other,Glaucoma,H4020X1,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Hip/Pelvic Fracture,S32465B,ICD-10-CM,Include,None
Mental Health,Bipolar Disorder,F303,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50811,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89152,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72021B,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72052B,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24154A,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13251,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E133211,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08412,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63321,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Learning Disabilities,F801,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q049,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8519,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8226,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08832,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M47812,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I25730,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E093512,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32616A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8371,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05539,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13259,ICD-10-CM,Include,None
Other,Cataract,H26041,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Cataract,H2589,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Glaucoma,H401330,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Opioid Use Disorder,T400X4A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8135,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97215,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24154S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06370A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Tobacco Use,O99330,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6622,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06029,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40695S,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E139,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89610,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,Z856,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06031,ICD-10-CM,Include,None
Other,Glaucoma,H401331,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06362S,ICD-10-CM,Include,None
Other,Glaucoma,H40002,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Drug Use Disorders,F1210,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S22069A,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E70330,ICD-10-CM,Include,None
Metabolic Disease,Obesity,Z6843,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F16221,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,I120,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,K7011,ICD-10-CM,Include,None
Mental Health,Bipolar Disorder,F3113,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1894,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06822A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E113513,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05469,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9100,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63411,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72022C,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11981,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F12188,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H541131,ICD-10-CM,Include,None
Cardiovascular Disease,Acute Myocardial Infarction,I228,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
Cancer,Leukemias and Lymphomas,C8460,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05639,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F10980,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89226,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6329,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Tobacco Use,F17209,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06894A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,I70344,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E10618,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8241,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I237,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14146S,ICD-10-CM,Include,None
Other,Glaucoma,H40812,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S32049A,ICD-10-CM,Include,None
Other,Mobility Impairments,I69154,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I636,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06367A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72144B,ICD-10-CM,Include,None
Mental Health,Depression,F315,ICD-10-CM,Include,None
Other,Cataract,H26109,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02612B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Leukemias and Lymphomas,C8258,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8209,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F14921,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",0W9G4ZZ,ICD-10-PCS,Include,None
Other,Sensory — Deafness and Hearing Impairment,H90A31,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06211,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1319,ICD-10-CM,Include,None
Other,Glaucoma,H401111,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Pressure and Chronic Ulcers,L98416,ICD-10-CM,Include,None
